,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
1,1.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
2,2.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
3,4.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
4,5.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
5,7.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
6,8.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
7,9.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
8,10.0,0.009200000204145908,0.0,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.00419999985024333,0.0,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.0010000000474974513,0.0,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
9,13.0,0.009266000036150216,0.0011648227916913508,0.007000000216066837,0.00839999970048666,0.009200000204145908,0.009850000031292439,0.013000000268220901,0.004528000012505799,0.0006211881752117166,0.003000000026077032,0.00419999985024333,0.004399999976158142,0.004800000227987766,0.006399999838322401,0.0010060000327939632,0.0002402944378641604,0.00019999999494757503,0.0010000000474974513,0.0010000000474974513,0.0012000000569969416,0.0015999999595806003
10,14.0,0.0092040001321584,0.00043203067002979393,0.007799999788403511,0.009200000204145908,0.009200000204145908,0.009200000204145908,0.010999999940395355,0.004307999890297651,0.0003645060673061463,0.003599999938160181,0.00419999985024333,0.00419999985024333,0.00419999985024333,0.006000000052154064,0.0010000000437139533,0.00011009637479944438,0.00039999998989515007,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0015999999595806003
11,16.0,0.009352000057697296,0.0008734558731862592,0.007199999876320362,0.008999999612569809,0.009200000204145908,0.009600000455975533,0.012199999764561653,0.004475999961141497,0.0005913723280040369,0.0026000000070780516,0.00419999985024333,0.00419999985024333,0.004800000227987766,0.006599999964237213,0.0009800000408722554,0.00023181323852301182,0.00019999999494757503,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0020000000949949026
12,17.0,0.009562000040896237,0.0013685338533101048,0.006599999964237213,0.00860000029206276,0.009600000455975533,0.010400000028312206,0.0142000000923872,0.0046640000096522275,0.0009060425550561575,0.002400000113993883,0.004149999935179949,0.004600000102072954,0.005200000014156103,0.007600000128149986,0.0009780000166210812,0.0003289346127434587,0.0,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.002199999988079071
13,18.0,0.009372000033035875,0.0013701050755654336,0.006800000090152025,0.00839999970048666,0.009200000204145908,0.010200000368058681,0.013399999588727951,0.004568000007420778,0.00082766314023423,0.003000000026077032,0.004149999935179949,0.004500000039115548,0.005200000014156103,0.006599999964237213,0.001062000012898352,0.000372482784762816,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.00279999990016222
14,19.0,0.009153999998234212,0.0012939189818964693,0.006599999964237213,0.00839999970048666,0.008799999952316284,0.009999999776482582,0.014600000344216824,0.004396000034175813,0.0007252892147465609,0.002400000113993883,0.003950000158511102,0.004399999976158142,0.004800000227987766,0.007000000216066837,0.0010140000224055257,0.0002916411197667981,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.0017999999690800905
15,21.0,0.009536000033840537,0.001520999123290144,0.006599999964237213,0.00839999970048666,0.009399999864399433,0.010599999688565731,0.013199999928474426,0.004558000022079796,0.0009115620903422614,0.00279999990016222,0.004000000189989805,0.004399999976158142,0.004999999888241291,0.007000000216066837,0.0009700000271550379,0.0003355983708755019,0.0,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.0020000000949949026
16,22.0,0.009914000052958727,0.001644152172047315,0.007000000216066837,0.009150000056251884,0.009800000116229057,0.010850000195205212,0.0142000000923872,0.004831999987363816,0.0011273352482350644,0.002400000113993883,0.004000000189989805,0.00470000016503036,0.005450000055134296,0.00839999970048666,0.0009480000217445194,0.0003945282364564533,0.0,0.0006000000284984708,0.0010000000474974513,0.0012000000569969416,0.002400000113993883
17,24.0,0.009964000000618398,0.0016179248168171501,0.006399999838322401,0.00860000029206276,0.010200000368058681,0.010999999940395355,0.013399999588727951,0.0048380000237375495,0.0010057190072819127,0.0026000000070780516,0.00419999985024333,0.004800000227987766,0.005400000140070915,0.008200000040233135,0.0010140000183309894,0.00038586646386481386,0.0,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.002199999988079071
18,25.0,0.01022399999666959,0.0016106414190910077,0.007000000216066837,0.008999999612569809,0.010200000368058681,0.01119999960064888,0.015200000256299973,0.004970000013709068,0.00105346949760202,0.0031999999191612005,0.00419999985024333,0.004800000227987766,0.005450000055134296,0.00800000037997961,0.0009540000100969337,0.0003099103778504532,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.0015999999595806003
19,27.0,0.010152000030502676,0.0016238425981415243,0.006200000178068876,0.008999999612569809,0.010100000072270632,0.01119999960064888,0.01360000018030405,0.00492200001142919,0.0011877812061626915,0.0026000000070780516,0.00419999985024333,0.004800000227987766,0.00559999980032444,0.00839999970048666,0.0009060000149474945,0.00037653926453008724,0.0,0.0006000000284984708,0.0010000000474974513,0.0012000000569969416,0.0017999999690800905
20,28.0,0.009640000048093497,0.001676215095614114,0.005400000140070915,0.00860000029206276,0.009600000455975533,0.01080000028014183,0.016200000420212746,0.004596000032033771,0.000990043359777197,0.0017999999690800905,0.004000000189989805,0.004600000102072954,0.004999999888241291,0.007799999788403511,0.0009380000221426599,0.0003637015099611073,0.00019999999494757503,0.0006000000284984708,0.0010000000474974513,0.0012000000569969416,0.002199999988079071
21,31.0,0.01015000004786998,0.0017099529968818783,0.006599999964237213,0.009200000204145908,0.009999999776482582,0.01119999960064888,0.014600000344216824,0.0052140000229701396,0.0011755952766478398,0.00279999990016222,0.004399999976158142,0.005200000014156103,0.006000000052154064,0.008200000040233135,0.0010440000059315935,0.000449088863290282,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.00139999995008111,0.0020000000949949026
22,32.0,0.010175999980419874,0.0014327426392557916,0.007199999876320362,0.009200000204145908,0.010200000368058681,0.01119999960064888,0.0142000000923872,0.005003999983891845,0.0011216798215063998,0.00279999990016222,0.00419999985024333,0.004999999888241291,0.00559999980032444,0.00839999970048666,0.0009280000081344042,0.0004976875836269523,0.00019999999494757503,0.0006000000284984708,0.0007999999797903001,0.0012000000569969416,0.002199999988079071
23,34.0,0.009901999984867871,0.00157107568176503,0.005799999926239252,0.008999999612569809,0.009800000116229057,0.010850000195205212,0.014800000004470348,0.004986000028438866,0.0011848385592720617,0.002400000113993883,0.00419999985024333,0.004800000227987766,0.005799999926239252,0.00860000029206276,0.0009600000064529013,0.0004653661560089989,0.00019999999494757503,0.0006000000284984708,0.0007999999797903001,0.0012000000569969416,0.002400000113993883
24,35.0,0.01012400000821799,0.001471007326988227,0.007400000002235174,0.009200000204145908,0.010200000368058681,0.010999999940395355,0.014000000432133675,0.005086000033188611,0.0009048712066001836,0.0031999999191612005,0.004600000102072954,0.004999999888241291,0.00559999980032444,0.007400000002235174,0.0010020000094664284,0.00039337441724976094,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.0012000000569969416,0.0020000000949949026
25,36.0,0.009904000014066695,0.0014634896830433314,0.006800000090152025,0.008799999952316284,0.009999999776482582,0.01080000028014183,0.0142000000923872,0.005042000017128885,0.0008877596212022812,0.00279999990016222,0.004399999976158142,0.004999999888241291,0.00559999980032444,0.007199999876320362,0.00105000000417931,0.00044528958731859526,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.00139999995008111,0.00279999990016222
26,37.0,0.009896000060252845,0.0015498400026619937,0.006200000178068876,0.008799999952316284,0.00989999994635582,0.010850000195205212,0.013799999840557575,0.004926000009290874,0.0011269535133701801,0.002400000113993883,0.00419999985024333,0.004800000227987766,0.00559999980032444,0.00839999970048666,0.0009980000091309193,0.0004709714810795732,0.0,0.0006000000284984708,0.0010000000474974513,0.0012000000569969416,0.0026000000070780516
27,39.0,0.00993800004478544,0.0012396464240209141,0.006599999964237213,0.009200000204145908,0.009999999776482582,0.010649999836459756,0.013199999928474426,0.004961999997030944,0.000913067847026513,0.0026000000070780516,0.004399999976158142,0.004999999888241291,0.00559999980032444,0.007199999876320362,0.0009660000086296349,0.0004236016789986972,0.00019999999494757503,0.0006000000284984708,0.0010000000474974513,0.0012000000569969416,0.002199999988079071
28,40.0,0.010102000003680587,0.001369950228018738,0.006599999964237213,0.009200000204145908,0.009999999776482582,0.01080000028014183,0.0142000000923872,0.0051120000239461665,0.0009611945317140282,0.002400000113993883,0.004399999976158142,0.004999999888241291,0.005799999926239252,0.007400000002235174,0.0010420000040903688,0.0004991265108039811,0.00019999999494757503,0.0007999999797903001,0.0010000000474974513,0.00139999995008111,0.0026000000070780516
29,42.0,0.009932000036351384,0.001442562247348108,0.006399999838322401,0.008999999612569809,0.009999999776482582,0.010649999836459756,0.013799999840557575,0.0049360000202432275,0.0009944817126364151,0.002400000113993883,0.00419999985024333,0.004800000227987766,0.00559999980032444,0.007400000002235174,0.0009720000057131984,0.00048410700622312147,0.0,0.0006000000284984708,0.0010000000474974513,0.00139999995008111,0.002199999988079071
