epoch,accuracy,loss
0,0.16358324885368347,4.391763687133789
1,0.3798471987247467,2.836543083190918
2,0.4746446907520294,2.3147168159484863
3,0.5297904014587402,2.0242481231689453
4,0.5677967667579651,1.8298962116241455
5,0.5973038077354431,1.6833921670913696
6,0.6205313801765442,1.5688077211380005
7,0.640105128288269,1.4712607860565186
8,0.6574879288673401,1.3893963098526
